low_id,low_name,low_type,low_calendar_group,low_date,low_confidence_reason,candidate_id,candidate_name,candidate_type,candidate_calendar_group,candidate_date,score,classification,conflict_reason,recommended_action
cl-1987-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,1987-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1994-03-08-dia-nacional-de-la-mujer-de-facto,Día Nacional de la Mujer (de facto),commemorative,días nacionales no oficiales,1994-03-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2090-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2090-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2063-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2063-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2050-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2050-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2020-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2020-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2060-05-09-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2060-05-09,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1997-05-11-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,1997-05-11,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1988-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,1988-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2010-05-09-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2010-05-09,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2093-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2093-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2076-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2076-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2048-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2048-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2094-05-09-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2094-05-09,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2013-05-12-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2013-05-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2062-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2062-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1991-03-08-dia-nacional-de-la-mujer-de-facto,Día Nacional de la Mujer (de facto),commemorative,días nacionales no oficiales,1991-03-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2020-08-16-dia-nacional-del-nino-de-facto,Día Nacional del Niño (de facto),commemorative,días nacionales no oficiales,2020-08-16,sin ancla en .ics,cl-2026-08-09-dia-nacional-del-nino-de-facto,Día Nacional del Niño (de facto),commemorative,días nacionales no oficiales,2026-08-09,1.0,auto_safe_candidate,,re-emparejar (revisión ligera) → subiría a confidence medium; NO aplicado en este experimento
cl-1997-03-08-dia-nacional-de-la-mujer-de-facto,Día Nacional de la Mujer (de facto),commemorative,días nacionales no oficiales,1997-03-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2000-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2000-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2079-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2079-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2044-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2044-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2025-05-11-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2025-05-11,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2012-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2012-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2072-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2072-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2035-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2035-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2067-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2067-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2068-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2068-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2065-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2065-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2012-10-07-dia-del-abuelo-de-facto-iglesia-catolica,"Día del Abuelo (de facto, Iglesia Católica)",commemorative,días nacionales no oficiales,2012-10-07,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2003-05-11-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2003-05-11,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2015-10-05-dia-nacional-del-cine-de-facto-como-la-fiesta-del-cine,"Día Nacional del Cine (de facto, como “La Fiesta del Cine”)",commemorative,días nacionales no oficiales,2015-10-05,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2052-05-12-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2052-05-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2008-05-11-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2008-05-11,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2037-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2037-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2027-05-09-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2027-05-09,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2034-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2034-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2007-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2007-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2046-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2046-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2036-05-11-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2036-05-11,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2017-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2017-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2045-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2045-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2009-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2009-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2056-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2056-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2040-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2040-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2095-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2095-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1985-05-12-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,1985-05-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2084-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2084-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2071-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2071-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2028-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2028-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2014-05-11-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2014-05-11,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2026-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2026-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2005-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2005-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2070-05-11-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2070-05-11,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2023-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2023-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1992-03-08-dia-nacional-de-la-mujer-de-facto,Día Nacional de la Mujer (de facto),commemorative,días nacionales no oficiales,1992-03-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2024-05-12-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2024-05-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2081-05-11-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2081-05-11,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2064-05-11-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2064-05-11,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2078-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2078-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2069-05-12-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2069-05-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2051-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2051-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2042-05-11-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2042-05-11,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2074-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2074-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2047-05-12-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2047-05-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2019-05-12-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2019-05-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1996-05-12-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,1996-05-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2001-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2001-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2061-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2061-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2091-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2091-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2004-05-09-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2004-05-09,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2066-05-09-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2066-05-09,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2002-05-12-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2002-05-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2086-05-12-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2086-05-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2082-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2082-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2075-05-12-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2075-05-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2041-05-12-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2041-05-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1993-03-08-dia-nacional-de-la-mujer-de-facto,Día Nacional de la Mujer (de facto),commemorative,días nacionales no oficiales,1993-03-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1995-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,1995-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2087-05-11-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2087-05-11,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1995-03-08-dia-nacional-de-la-mujer-de-facto,Día Nacional de la Mujer (de facto),commemorative,días nacionales no oficiales,1995-03-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2033-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2033-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1989-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,1989-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2039-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2039-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1991-05-12-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,1991-05-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2032-05-09-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2032-05-09,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2059-05-11-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2059-05-11,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1993-05-09-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,1993-05-09,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2043-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2043-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2011-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2011-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1990-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,1990-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2083-05-09-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2083-05-09,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2018-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2018-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2085-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2085-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1998-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,1998-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2016-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2016-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1994-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,1994-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2092-05-11-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2092-05-11,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1992-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,1992-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2054-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2054-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1996-03-08-dia-nacional-de-la-mujer-de-facto,Día Nacional de la Mujer (de facto),commemorative,días nacionales no oficiales,1996-03-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2089-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2089-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1998-03-08-dia-nacional-de-la-mujer-de-facto,Día Nacional de la Mujer (de facto),commemorative,días nacionales no oficiales,1998-03-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2073-05-14-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2073-05-14,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2015-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2015-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2099-05-10-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2099-05-10,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2055-05-09-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2055-05-09,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2096-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2096-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2007-11-12-dia-nacional-del-cine-de-facto-como-la-fiesta-del-cine,"Día Nacional del Cine (de facto, como “La Fiesta del Cine”)",commemorative,días nacionales no oficiales,2007-11-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2057-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2057-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2022-05-08-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2022-05-08,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2058-05-12-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2058-05-12,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2077-05-09-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2077-05-09,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-2029-05-13-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,2029-05-13,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
cl-1999-05-09-dia-nacional-de-la-madre-de-facto,Día Nacional de la Madre (de facto),commemorative,días nacionales no oficiales,1999-05-09,sin ancla en .ics,,,,,,,no_candidate,,mantener; sin candidato confiable
